"chemid_x","trait_beta","trait_se","n","trait_p_val","trait_p_val_Bonf","trait_p_val_fdr","int_main_beta","int_main_se","int_main_p_val","int_cross_beta","int_cross_se","int_cross_p_val","interaction_term","cross_term","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","trait","metaboltie","chemical_name"
"X100001654",-0.0133983837037519,0.032,3299,0.671053510382697,1,0.970215811613231,-0.130838484059666,0.043,0.002442476,0.0360000968999072,0.043,0.398522398728676,"GENDERMale","X100022127:GENDERMale",0,0.013131651952358,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001654","1-arachidonoyl-GPI (20:4)*"
"X100001654",0.0250612057359352,0.032,3182,0.437240504324852,1,0.981162623120958,-0.187123189165554,0.052,0.000308692,0.026668270410804,0.044,0.542781033197726,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001654","1-arachidonoyl-GPI (20:4)*"
"X100001655",0.00390209485569747,0.032,3256,0.90416026221849,1,0.980599599229595,-0.165017331639604,0.051,0.001216933,-0.0238454807143514,0.047,0.608741246195861,"GENDERMale","X100022127:GENDERMale",0,0.0085082885856705,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001655","1-palmitoyl-GPI (16:0)"
"X100001655",0.0495261922829179,0.023,3299,0.0319140285687483,1,0.438385755836247,0.546989679888854,0.036,0,-0.0457446491897081,0.038,0.222917884317506,"GENDERMale","X100022127:GENDERMale",0,0.358143565523271,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001655","1-palmitoyl-GPI (16:0)"
"X100001655",0.0512367984721022,0.023,3256,0.0263195969303019,1,0.380659973533803,0.558515404576469,0.041,0,-0.0461601594074116,0.038,0.22692531539596,"GENDERMale","X100022127:GENDERMale",0,0.419462786929511,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001655","1-palmitoyl-GPI (16:0)"
"X100001655",0.0430904144385419,0.025,3182,0.0810074152980797,1,0.536668575430005,0.492654771425115,0.044,0,-0.06336613702695,0.04,0.108860523928458,"GENDERMale","X100022127:GENDERMale",0,0.270293834034563,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001655","1-palmitoyl-GPI (16:0)"
"X100001655",0.033580365200647,0.033,3182,0.305099722331627,1,0.981162623120958,-0.190854791388849,0.052,0.000262117,-0.0277024553753289,0.048,0.562665153065667,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001655","1-palmitoyl-GPI (16:0)"
"X100001655",0.00107398869971508,0.033,3299,0.973811825292289,1,0.996185689307347,-0.136391105844417,0.043,0.001693391,-0.0128025950036239,0.047,0.786827692674293,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001655","1-palmitoyl-GPI (16:0)"
"X100001657",0.0470988671049439,0.03,3256,0.113536695773311,1,0.606223458165751,-0.16604048803037,0.051,0.001023657,0.00839053238462431,0.038,0.826035170734377,"GENDERMale","X100022127:GENDERMale",0,0.217367262368218,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001657","glycolithocholate sulfate*"
"X100001657",0.0216917836471085,0.03,3299,0.462412978586418,1,0.973361896697123,0.547905147909873,0.036,0,-0.0833917235196766,0.042,0.0466343824144376,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001657","glycolithocholate sulfate*"
"X100001657",0.0212177166399654,0.029,3256,0.469574127372858,1,0.933920579010744,0.558579984952564,0.041,0,-0.0915469400994158,0.042,0.0305445609675021,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001657","glycolithocholate sulfate*"
"X100001657",0.0445726046376375,0.03,3299,0.135262816125484,1,0.658807742697483,-0.138090238902761,0.044,0.001531733,0.0096283169689706,0.038,0.799654212110307,"GENDERMale","X100022127:GENDERMale",0,0.181241305387177,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001657","glycolithocholate sulfate*"
"X100001657",0.0216171581154398,0.028,3182,0.4438233780204,1,0.870380841811257,0.495136239380019,0.045,0,-0.0859547826997378,0.043,0.0452169181751651,"GENDERMale","X100022127:GENDERMale",0,0.0602906769143052,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001657","glycolithocholate sulfate*"
"X100001657",0.0446109683534019,0.029,3182,0.129959170470583,1,0.913581473434709,-0.193770365544031,0.052,0.000202206,0.00579797080674175,0.039,0.881903715823583,"GENDERMale","X100022127:GENDERMale",0,0.0392527160888755,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001657","glycolithocholate sulfate*"
"X100001658",0.0406515141394865,0.032,3182,0.21094387196036,1,0.73076984214839,0.493757766755406,0.045,0,-0.140336765875486,0.043,0.00112022558314185,"GENDERMale","X100022127:GENDERMale",0,0.136219383676906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001658","taurolithocholate 3-sulfate"
"X100001658",0.0400010536348192,0.034,3256,0.238693887331874,1,0.769546225236213,0.557231645248582,0.041,0,-0.14957262294985,0.044,0.000631108558583316,"GENDERMale","X100022127:GENDERMale",0,0.113765287772652,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001658","taurolithocholate 3-sulfate"
"X100001658",0.0384562427782705,0.029,3256,0.184651324412215,1,0.731068508897339,-0.16198030976368,0.051,0.001341436,0.000124932485401568,0.038,0.997383247073774,"GENDERMale","X100022127:GENDERMale",0,0.136041923121559,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001658","taurolithocholate 3-sulfate"
"X100001658",0.0407406135397608,0.029,3182,0.158235249763888,1,0.917138582446456,-0.191091214880425,0.052,0.000249416,-0.00461105454612135,0.039,0.905377550696416,"GENDERMale","X100022127:GENDERMale",0,0.0375650361462908,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001658","taurolithocholate 3-sulfate"
"X100001658",0.0385208698604422,0.034,3299,0.260422604310377,1,0.851824537776418,0.547467396436101,0.035,0,-0.139179608424111,0.043,0.00130043282212387,"GENDERMale","X100022127:GENDERMale",0,0.0696498537346732,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001658","taurolithocholate 3-sulfate"
"X100001658",0.0342862582567596,0.029,3299,0.238877786230465,1,0.759709680798528,-0.134488028456978,0.043,0.001970613,0.00342917512554013,0.038,0.928354635993951,"GENDERMale","X100022127:GENDERMale",0,0.119352339449876,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001658","taurolithocholate 3-sulfate"
"X100001662",-0.0777381781265079,0.04,3299,0.0524215012213295,1,0.507789489895755,0.59154930178124,0.043,0,0.0540703211204298,0.048,0.261001945699569,"GENDERMale","X100022127:GENDERMale",0,0.294316292291589,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001662","deoxycarnitine"
"X100001662",-0.0719860171896549,0.037,3182,0.0490268826400961,1,0.503908155341947,0.53883520620911,0.05,0,0.04836257846805,0.046,0.295241145684419,"GENDERMale","X100022127:GENDERMale",0,0.297648612885857,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001662","deoxycarnitine"
"X100001662",-0.0039791090514998,0.041,3299,0.922776612001913,1,0.996185689307347,-0.109290390604393,0.051,0.033504473,-0.0405642898512966,0.056,0.466010766195804,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001662","deoxycarnitine"
"X100001662",-0.0117004811957778,0.043,3182,0.787760491753025,1,0.99144186561363,-0.166682799657926,0.058,0.004067083,-0.0226834801490108,0.056,0.685544142423713,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001662","deoxycarnitine"
"X100001662",-0.0184968278160155,0.041,3256,0.655540083214033,1,0.939715094656569,-0.127824539366014,0.057,0.025271404,-0.033075728744193,0.055,0.548916496765017,"GENDERMale","X100022127:GENDERMale",0,0.0270037970103497,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001662","deoxycarnitine"
"X100001662",-0.0822768238978134,0.039,3256,0.0332233357602347,1,0.415004505510284,0.606896800859458,0.049,0,0.053434325833017,0.047,0.253402725631344,"GENDERMale","X100022127:GENDERMale",0,0.381947188329756,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001662","deoxycarnitine"
"X100001668",0.00419908710353409,0.033,3299,0.897416135317106,1,0.987088419632518,0.546609362466315,0.039,0,-0.00204411127117199,0.043,0.962357975395143,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001668","1-ribosyl-imidazoleacetate*"
"X100001668",-0.00369660856522076,0.034,3299,0.912582751078844,1,0.996185689307347,-0.143178791670849,0.047,0.002118567,0.0405520237435196,0.042,0.338985370467104,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001668","1-ribosyl-imidazoleacetate*"
"X100001668",-0.0126219491905553,0.033,3182,0.704267656889334,1,0.981236277325021,-0.196755525166187,0.054,0.00030235,0.0515411187116673,0.041,0.209205702835109,"GENDERMale","X100022127:GENDERMale",0,0.00822640385045502,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001668","1-ribosyl-imidazoleacetate*"
"X100001668",0.0014841696172058,0.031,3182,0.961902023251397,1,0.98561087593717,0.499623402532751,0.048,0,-0.0119702393710475,0.043,0.778231614103186,"GENDERMale","X100022127:GENDERMale",0,0.00629451283646988,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001668","1-ribosyl-imidazoleacetate*"
"X100001668",0.00492704461566467,0.032,3256,0.87638746466919,1,0.987975662924106,0.560119842102901,0.046,0,-0.0107338012668702,0.042,0.799979720517679,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001668","1-ribosyl-imidazoleacetate*"
"X100001668",-0.0087861158522724,0.034,3256,0.794094330392389,1,0.962839375600771,-0.170121904564273,0.052,0.00112902,0.048067746084859,0.042,0.249727450633574,"GENDERMale","X100022127:GENDERMale",0,0.0164461574326697,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001668","1-ribosyl-imidazoleacetate*"
"X100001730",-0.0520127582966987,0.025,3182,0.0363507053548251,1,0.448046706013185,0.501623691331177,0.044,0,0.0836204732616628,0.041,0.0406559064044355,"GENDERMale","X100022127:GENDERMale",0,0.348676711210531,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001730","3,4-dihydroxybutyrate"
"X100001730",0.0299279937810352,0.036,3299,0.400357290078804,1,0.875969709871669,-0.140057546765353,0.043,0.001184047,0.039830540659079,0.047,0.396840674433999,"GENDERMale","X100022127:GENDERMale",0,0.0575109110271565,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001730","3,4-dihydroxybutyrate"
"X100001730",0.00077961484015484,0.035,3182,0.981989072222608,1,0.99144186561363,-0.191706732862022,0.052,0.000208344,0.0555868687804817,0.048,0.250997341337239,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001730","3,4-dihydroxybutyrate"
"X100001730",0.0284738589032258,0.035,3256,0.41450333814201,1,0.898729708239766,-0.169531811094611,0.05,0.000634146,0.0392938502057199,0.046,0.395416203128787,"GENDERMale","X100022127:GENDERMale",0,0.0463709021155797,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001730","3,4-dihydroxybutyrate"
"X100001730",-0.0348734924910191,0.026,3256,0.180536018516208,1,0.712483973481552,0.564945795843752,0.042,0,0.0566310883178842,0.041,0.165020825075883,"GENDERMale","X100022127:GENDERMale",0,0.147224900171111,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001730","3,4-dihydroxybutyrate"
"X100001730",-0.0340721966092273,0.026,3299,0.185059755235446,1,0.766055521912899,0.552417912172857,0.036,0,0.0597672044386475,0.04,0.138946723720784,"GENDERMale","X100022127:GENDERMale",0,0.115739752578161,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001730","3,4-dihydroxybutyrate"
"X100001733",0.0240529042892855,0.035,3182,0.493711248342023,1,0.981162623120958,-0.185127633422894,0.052,0.00036475,0.00874839243494993,0.046,0.848852986115082,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001733","hexanoylglutamine"
"X100001733",0.0235164685291522,0.036,3299,0.509100393935292,1,0.942346399665987,-0.128302051922294,0.044,0.003381768,0.0138826799386657,0.046,0.762759017149785,"GENDERMale","X100022127:GENDERMale",0,0.025789424372879,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001733","hexanoylglutamine"
"X100001733",0.00416208324448443,0.027,3299,0.878361479293751,1,0.987088419632518,0.556776820163243,0.034,0,0.0445665341504348,0.037,0.232255946995977,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001733","hexanoylglutamine"
"X100001733",0.00672940504304139,0.027,3256,0.803823526990793,1,0.987975662924106,0.567564475635231,0.041,0,0.0393555769244208,0.037,0.291941330249298,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001733","hexanoylglutamine"
"X100001733",0.00848476961041855,0.026,3182,0.74562377135519,1,0.971204082371779,0.505435000488059,0.044,0,0.0421474838170072,0.037,0.252870797938164,"GENDERMale","X100022127:GENDERMale",0,0.0126895007459485,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001733","hexanoylglutamine"
"X100001733",0.0199546436813016,0.035,3256,0.569746223629398,1,0.925679400612025,-0.156375056743206,0.051,0.002001887,0.0156410690947796,0.046,0.732074748952403,"GENDERMale","X100022127:GENDERMale",0,0.0335394006328938,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001733","hexanoylglutamine"
"X100001734",-0.0255956847482929,0.032,3299,0.416690309423102,1,0.9661902792201,0.552720124015227,0.036,0,0.0162391563266175,0.04,0.687171777078153,"GENDERMale","X100022127:GENDERMale",0,0.0149373362371075,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001734","N6-acetyllysine"
"X100001734",-0.0263826222540284,0.031,3256,0.400969493634757,1,0.929738029065452,0.565055102426715,0.042,0,0.0119573412384994,0.04,0.765570680937185,"GENDERMale","X100022127:GENDERMale",0,0.0316394047348268,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001734","N6-acetyllysine"
"X100001734",-0.0311405224783517,0.031,3182,0.3141513021525,1,0.801912534441907,0.50202069866811,0.044,0,0.013944077184542,0.04,0.727706679483648,"GENDERMale","X100022127:GENDERMale",0,0.0958729981506742,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001734","N6-acetyllysine"
"X100001734",0.0382912553941743,0.029,3256,0.18395865287139,1,0.731068508897339,-0.168862980409729,0.05,0.000777095,-0.0205481330366596,0.042,0.620592756064619,"GENDERMale","X100022127:GENDERMale",0,0.136041923121559,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001734","N6-acetyllysine"
"X100001734",0.0402570099268682,0.029,3299,0.159371085919293,1,0.682956381101504,-0.140667510201655,0.043,0.00113447,-0.027330706131472,0.041,0.501970878968327,"GENDERMale","X100022127:GENDERMale",0,0.165607032851189,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001734","N6-acetyllysine"
"X100001734",0.0244896876623588,0.03,3182,0.406487123810647,1,0.981162623120958,-0.193599099303639,0.052,0.000198342,-0.016259486856528,0.042,0.698469405857072,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001734","N6-acetyllysine"
"X100001739",0.0236094070432805,0.024,3182,0.32011609140093,1,0.80198332289038,0.495440526179658,0.044,0,-0.032029367698888,0.037,0.380566373936578,"GENDERMale","X100022127:GENDERMale",0,0.0958346627033523,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001739",0.0249485582270445,0.023,3299,0.269033720891362,1,0.851824537776418,0.550581495080601,0.036,0,-0.0148279686785434,0.035,0.675813809731586,"GENDERMale","X100022127:GENDERMale",0,0.0696498537346732,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001739",-0.0367476928615601,0.042,3256,0.385407827120437,1,0.897229421536377,-0.160123034783482,0.052,0.001948161,0.0470811972598967,0.052,0.369048746746356,"GENDERMale","X100022127:GENDERMale",0,0.0470964936697691,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001739",-0.0465435458855436,0.043,3299,0.278835868131851,1,0.783667191642734,-0.133375950621966,0.044,0.002396408,0.054649137044557,0.053,0.299095796901306,"GENDERMale","X100022127:GENDERMale",0,0.105868334662184,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001739",-0.00940190559711703,0.044,3182,0.830954327381624,1,0.99144186561363,-0.185377428625262,0.053,0.000416138,0.0343532820278904,0.054,0.527146376519927,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001739",0.0306198163632934,0.022,3256,0.173388217436105,1,0.708539050160841,0.562643510289556,0.041,0,-0.0160077899882223,0.036,0.659292651565754,"GENDERMale","X100022127:GENDERMale",0,0.149636209210425,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001739","dihomo-linolenate (20:3n3 or n6)"
"X100001740",0.0050691594229534,0.023,3182,0.828766399030145,1,0.975795487679617,0.499396860448796,0.045,0,-0.0384166973678227,0.042,0.360959650060104,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100001740","mannitol/sorbitol"
"X100001740",0.00779064216658465,0.033,3182,0.815272487160762,1,0.99144186561363,-0.191837112220303,0.053,0.00030537,-0.00381701291815548,0.047,0.935622819040776,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100001740","mannitol/sorbitol"
"X100001740",0.0310457383561567,0.032,3256,0.338429253300116,1,0.896344874541371,-0.170859540615133,0.052,0.000988921,-0.00623175602216594,0.045,0.890919034283131,"GENDERMale","X100022127:GENDERMale",0,0.0475248605469043,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100001740","mannitol/sorbitol"
"X100001740",0.0179172448288806,0.024,3256,0.462943497532771,1,0.933920579010744,0.55891644305606,0.042,0,-0.034897356146418,0.043,0.415270646245898,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100001740","mannitol/sorbitol"
"X100001740",0.0376410375931963,0.033,3299,0.248507465677005,1,0.761217605389563,-0.144749514918255,0.045,0.001283782,-0.0107870782982145,0.047,0.817846675288317,"GENDERMale","X100022127:GENDERMale",0,0.118491175935305,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100001740","mannitol/sorbitol"
"X100001740",0.0173814986919654,0.024,3299,0.474838116287765,1,0.973361896697123,0.546722124073012,0.037,0,-0.0275259830351745,0.043,0.523952949759753,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001740","mannitol/sorbitol"
"X100001743",-0.0697991069104888,0.026,3299,0.00753674873501247,1,0.230862513883013,0.541629737550394,0.036,0,0.0939379807789239,0.034,0.00589836093560581,"GENDERMale","X100022127:GENDERMale",0,0.636646579579189,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100001743","tryptophan betaine"
